ticker,timeframe,signal_date,divergence_type,signal_close,entry_date,entry_price,first_peak_price,second_peak_price,first_peak_rsi,second_peak_rsi
DVA,1d,2024-03-12,Bearish,139.21001,2024-03-13,138.27,123.41,139.21001,77.38164632181254,77.13487031547062
DXCM,1d,2025-04-04,Bullish,59.83,2025-04-07,61.63,68.48,59.83,22.49081998175633,24.22003835711864
DXCM,3d,2021-09-21,Bearish,143.1825,2021-09-24,140.185,130.30499,143.1825,80.08404912323863,75.61112149698607
EBAY,1d,2021-02-08,Bearish,63.84,2021-02-09,62.23,59.17,63.84,76.46801072573979,75.42395050254012
EBAY,3d,2022-03-11,Bullish,50.060001,2022-03-14,54.77,56.7,50.060001,20.59662098522776,20.99545275717273
ECL,3d,2022-03-05,Bullish,158.53,2022-03-08,162.48,183.52,158.53,19.92870136730032,22.143622145548065
EFX,1w,2021-09-05,Bearish,278.28,2021-09-12,272.87,239.56,278.28,82.09865940888503,80.5360785665579
ELV,1d,2021-04-21,Bearish,384.84,2021-04-22,379.78,371.31,384.84,80.7375440011105,77.15660219053626
ELV,3d,2021-05-06,Bearish,396.57001,2021-05-09,394.48999,371.31,396.57001,79.51576552221307,75.09756915555903
EMN,1d,2023-12-14,Bearish,89.68,2023-12-15,88.47,85.46,89.68,77.7944298163218,77.02297819520598
EMN,1d,2025-01-10,Bullish,87.24,2025-01-13,89.12,90.029999,87.24,18.871023528017915,22.131746774698343
EMR,1d,2024-12-04,Bearish,134.33,2024-12-05,133.14999,130.16,134.33,83.24400412521831,76.0343218323714
ENPH,1d,2021-01-07,Bearish,213.75999,2021-01-08,207.41,181.39,213.75999,91.95169917495932,84.84323542909976
ENPH,1d,2023-11-09,Bullish,75.56,2023-11-10,77.98,76.73,75.56,20.852325113751732,24.71226050180941
EPAM,1w,2021-11-07,Bearish,705.059998,2021-11-14,671.35999,643.39001,705.059998,90.89322926469669,76.69924692416993
EQR,1w,2021-07-25,Bearish,84.82,2021-08-01,84.13,73.44,84.82,83.78716683094552,79.28249967477242
ESS,1d,2023-12-28,Bearish,252.75,2023-12-29,247.94,248.5,252.75,81.69407842525447,75.11508561430531
ESS,1d,2022-10-07,Bullish,221.21001,2022-10-10,221.44,238.35001,221.21001,21.87303096008364,24.328383262495024
ETN,1d,2024-03-07,Bearish,301.13,2024-03-08,297.48999,277.95999,301.13,81.25615116068482,78.5382854563362
ETN,1d,2024-03-22,Bearish,316.57999,2024-03-25,311.88,301.13,316.57999,78.5382854563362,78.15490223698554
ETR,1d,2021-04-30,Bearish,54.65,2021-05-03,54.62,53.99,54.65,81.21427599782685,76.96261071919432
ETR,1d,2022-04-20,Bearish,62.92,2022-04-21,62.66,61.8,62.92,77.23365654625971,75.8155132653649
ETR,3d,2024-11-25,Bearish,78.2,2024-11-28,78.084999,77.39,78.2,87.85666124794959,76.1399335257068
ETR,3d,2025-01-24,Bearish,82.52,2025-01-27,79.24,78.2,82.52,76.1399335257068,75.3330198536456
ETR,1w,2025-03-02,Bearish,87.31,2025-03-09,81.33,78.084999,87.31,86.94415442795878,81.62194817956387
EVRG,1w,2021-08-22,Bearish,69.26,2021-08-29,68.31,63.97,69.26,79.99113032286589,78.21907546342922
EW,1d,2023-08-24,Bullish,75.010002,2023-08-25,76.17,77.97,75.010002,22.713707891786115,23.648342533184447
EXR,3d,2021-08-01,Bearish,176.55,2021-08-04,175.50999,173.19,176.55,86.40803880632521,78.92845496441635
EXR,3d,2021-09-03,Bearish,193.71001,2021-09-06,192.39999,173.19,193.71001,86.40803880632521,86.33145328553202
EXR,1w,2022-01-02,Bearish,226.73,2022-01-09,208.45,193.71001,226.73,91.24914647182543,80.33083442489873
F,3d,2021-12-08,Bearish,21.45,2021-12-11,20.43,20.48,21.45,80.79856876476654,75.23299506955337
F,3d,2022-01-13,Bearish,25.19,2022-01-16,24.38,20.48,25.19,80.79856876476654,80.75153991752657
F,1w,2021-06-06,Bearish,15.97,2021-06-13,15.28,13.37,15.97,83.94942882276493,79.57808256511038
FAST,1d,2024-03-21,Bearish,39.21,2024-03-22,39.049999,37.97,39.21,76.44654780565668,76.18783764035885
FDS,3d,2021-12-26,Bearish,487.73001,2021-12-29,486.01001,469.070007,487.73001,81.32527431343334,81.19585352342077
FDS,3d,2025-11-05,Bullish,262.60001,2025-11-08,265.089996,281.47,262.60001,14.425996532983731,16.07960550883665
FDX,1d,2024-07-16,Bearish,313.51999,2024-07-17,310.42999,299.84,313.51999,80.73862166191891,79.6720546980077
FDX,1d,2021-01-29,Bullish,235.34,2021-02-01,239.24001,244.96001,235.34,11.402079646495082,22.56813935775375
FI,1d,2024-11-11,Bearish,214.86,2024-11-12,214.059998,203.28999,214.86,85.5343847931122,76.35205576609623
FI,1d,2025-02-19,Bearish,236.34,2025-02-20,234.42999,231.24001,236.34,76.17364223301017,75.42862841171242
FI,1d,2025-11-20,Bullish,59.77,2025-11-21,60.84,61.63,59.77,12.841986845554956,15.356783491773086
FI,1w,2025-03-02,Bearish,235.69,2025-03-09,218.039993,221.56,235.69,89.65905579169208,77.34874447000603
FICO,1d,2024-11-26,Bearish,2382.3999,2024-11-27,2354.0,2350.0,2382.3999,82.81432737960249,75.81120818785405
FICO,3d,2024-11-28,Bearish,2375.030029,2024-12-01,2345.32007,2051.78003,2375.030029,81.66295473917367,76.9663619427587
FITB,1d,2025-04-08,Bullish,33.42,2025-04-09,35.82,37.48,33.42,22.317337833727564,23.689189930511333
FITB,1w,2021-05-16,Bearish,42.64,2021-05-23,41.92,39.09,42.64,83.92272729563155,83.462340683564
FMC,1d,2021-08-20,Bullish,87.77,2021-08-23,89.089996,93.23,87.77,18.007274442221714,18.668153026023603
FMC,1d,2023-11-01,Bullish,50.0099983,2023-11-02,54.69,61.87,50.0099983,20.30784779812548,23.199742200407954
FMC,1d,2025-11-20,Bullish,12.18,2025-11-21,12.75,12.97,12.18,9.431624223486494,14.582027191741204
FOX,1d,2025-02-24,Bearish,54.23,2025-02-25,53.28,51.55,54.23,82.26226406628416,77.75836815426872
FOXA,1d,2025-02-24,Bearish,58.0,2025-02-25,56.91,54.64,58.0,82.60983801773378,78.5996279403531
FTNT,1d,2021-08-13,Bearish,61.866,2021-08-16,60.488,55.142,61.866,81.62753213108428,78.53380432413579
FTNT,3d,2024-10-11,Bearish,82.87,2024-10-14,82.12,76.87,82.87,76.65225309402925,75.63541089809662
FTV,1d,2024-02-28,Bearish,65.026375,2024-02-29,64.15222,62.56217,65.026375,84.66208801522527,77.80330796023868
GE,3d,2023-04-29,Bearish,80.7502,2023-05-02,79.26576,76.29689,80.7502,78.43078422651895,77.93194674914051
GIS,3d,2025-01-09,Bullish,58.5,2025-01-12,58.78,62.88,58.5,21.963838300229114,23.541416615662754
GLW,3d,2025-10-27,Bearish,90.29,2025-10-30,89.080002,87.07,90.29,88.8213854298371,81.2255825184144
GNRC,1d,2022-01-05,Bullish,312.089996,2022-01-06,317.39001,341.29999,312.089996,23.798469793602763,24.054053556939465
GPN,1d,2025-04-21,Bullish,67.47,2025-04-22,71.39,79.47,67.47,20.775474213441896,24.9464691289715
GS,1w,2021-06-06,Bearish,391.45001,2021-06-13,378.049988,348.81,391.45001,83.59307379121695,80.26833221843593
GWW,3d,2024-03-21,Bearish,1027.099976,2024-03-24,1005.37,972.53998,1027.099976,86.81358588567927,76.78136134387582
HAS,1d,2023-11-13,Bullish,42.88,2023-11-14,45.12,45.040001,42.88,17.02664403188848,19.706963219009864
HCA,1d,2021-08-03,Bearish,253.50999,2021-08-04,248.25999,249.25,253.50999,80.590210816311,76.39210471539238
HCA,1d,2025-09-05,Bearish,420.76999,2025-09-08,418.10001,410.17999,420.76999,76.23792109752388,75.10894582322493
HD,1d,2021-05-10,Bearish,341.12,2021-05-11,330.66,328.079987,341.12,82.52151361272934,76.28125855253036
HD,1d,2023-10-27,Bullish,276.45999,2023-10-30,281.48001,291.70001,276.45999,20.818068896844792,22.267439697540723
HD,3d,2021-05-06,Bearish,339.25,2021-05-09,330.66,328.079987,339.25,79.90674184455887,77.21017425541734
HD,3d,2024-01-18,Bearish,362.41,2024-01-21,350.78,354.0,362.41,77.44626511022406,75.04636345627883
HLT,1d,2025-04-08,Bullish,201.28,2025-04-09,218.64999,221.78,201.28,20.341677312269496,24.977235461878138
HON,1d,2024-11-12,Bearish,220.46182,2024-11-13,219.67012,209.56645,220.46182,76.9995528744347,75.97763435887906
HPE,3d,2025-10-06,Bearish,26.08,2025-10-09,24.4,24.99,26.08,77.06590581524009,75.24100026311241
HPE,3d,2025-04-06,Bullish,12.51,2025-04-09,14.14,15.09,12.51,22.23892740305446,22.408688085020756
HWM,1d,2025-06-30,Bearish,186.13,2025-07-01,176.22,175.37,186.13,81.55956464620132,79.43439979365877
HWM,3d,2025-06-26,Bearish,184.89999,2025-06-29,176.22,175.37,184.89999,77.64864329756634,76.46248100700262
HWM,1w,2025-03-02,Bearish,136.60001,2025-03-09,124.4,118.44,136.60001,77.17747371313352,76.5184188563444
HWM,1w,2025-07-20,Bearish,190.49001,2025-07-27,189.52,136.60001,190.49001,76.5184188563444,75.52293426536392
IBM,3d,2024-03-06,Bearish,195.95,2024-03-09,191.73,187.42,195.95,85.33130028633929,77.05128208420545
IEX,1d,2024-03-21,Bearish,245.87,2024-03-22,243.87,239.47,245.87,76.72489541166905,75.58828650092437
IFF,1d,2024-11-15,Bullish,86.14,2024-11-18,86.61,87.57,86.14,14.815303954006978,24.426043317538344
ILMN,1d,2023-11-13,Bullish,90.26265,2023-11-14,94.83463,103.75487,90.26265,19.96528083931925,23.1084281185001
ILMN,3d,2021-12-02,Bullish,337.82101,2021-12-05,359.36771,377.41245,337.82101,22.21944789583327,23.22982148988565
ILMN,3d,2023-11-16,Bullish,91.75098,2023-11-19,93.35603,127.83074,91.75098,22.136579667531464,22.345757245231184
ILMN,3d,2025-04-06,Bullish,70.3,2025-04-09,74.78,84.2,70.3,19.437046223164657,20.94230794106727
INVH,1d,2023-10-27,Bullish,28.8,2023-10-30,29.27,31.07,28.8,24.324960922995615,24.751994636289467
INVH,1w,2022-01-02,Bearish,45.34,2022-01-09,42.92,41.95,45.34,78.71928585282988,77.92703191452016
IQV,1d,2023-07-26,Bearish,231.96001,2023-07-27,224.56,224.77,231.96001,76.23732362812217,75.08606240743015
IR,1d,2025-01-10,Bullish,87.019997,2025-01-13,88.18,91.26,87.019997,20.170143314542813,23.732196407658634
IR,3d,2024-03-27,Bearish,94.95,2024-03-30,93.62,91.63,94.95,82.56963463353163,77.2158508404966
IRM,1d,2024-08-27,Bearish,114.84,2024-08-28,112.3,109.54,114.84,81.16841713269065,77.35633556289844
IRM,1w,2021-09-05,Bearish,49.38,2021-09-12,47.02,46.28,49.38,87.33582453220765,78.7883542569333
ISRG,1d,2021-08-09,Bearish,344.0,2021-08-10,331.87332,319.68332,344.0,80.99763611240857,76.63695307164743
ISRG,1d,2023-05-22,Bearish,313.62,2023-05-23,301.44,305.059998,313.62,78.04991165666485,77.11559450091885
ISRG,1d,2025-11-10,Bearish,576.20001,2025-11-11,572.16998,551.29999,576.20001,81.15594118182472,76.39592749893515
IT,1d,2025-04-08,Bullish,377.5,2025-04-09,406.13,418.76999,377.5,21.87361753660801,22.78877212100167
J,1d,2024-10-18,Bearish,142.47525,2024-10-21,142.1188,138.65346,142.47525,83.97737746333475,78.37498684589802
JCI,1w,2021-11-21,Bearish,80.85,2021-11-28,77.42,75.07,80.85,82.4568638095269,75.79453114504072
JNJ,3d,2025-11-26,Bearish,206.92,2025-11-29,205.34,193.72,206.92,83.54572935057968,80.14740690538963
JPM,1d,2025-02-18,Bearish,279.95001,2025-02-19,279.25,276.89999,279.95001,80.74323364416452,75.00620750994847
K,1d,2022-05-09,Bearish,69.98122,2022-05-10,68.47887,65.46479,69.98122,77.62355890412064,75.98706592061299
KDP,1d,2024-11-18,Bullish,31.24,2024-11-19,31.52,32.61,31.24,18.327519591491196,21.629246771680286
KEYS,3d,2023-10-26,Bullish,119.31,2023-10-29,122.050003,129.2,119.31,20.454100973935,24.780864169451206
KIM,1d,2021-02-24,Bearish,19.15,2021-02-25,18.62,17.5,19.15,76.26374486156831,75.76528429574134
KLAC,3d,2021-02-14,Bearish,337.17999,2021-02-17,330.67001,305.01001,337.17999,94.18411616694952,77.32972916076983
KMI,3d,2025-01-21,Bearish,30.48,2025-01-24,30.27,28.54,30.48,85.31883878742877,75.83000346581267
KMI,1w,2025-01-19,Bearish,30.31,2025-01-26,30.27,28.49,30.31,84.71454144191287,79.48145485920539
KR,3d,2022-04-07,Bearish,61.67,2022-04-10,58.75,58.94,61.67,77.22700295690375,76.11782987269372
LDOS,3d,2024-03-27,Bearish,131.089996,2024-03-30,130.42,129.3,131.089996,87.81625123568062,83.11705603319139
LHX,1d,2025-06-13,Bearish,256.98999,2025-06-16,247.77,247.89999,256.98999,81.87056743721587,80.75823979848415
LHX,1d,2025-01-07,Bullish,203.0,2025-01-08,207.14999,210.64,203.0,19.004304118627942,23.54297377605083
LLY,1d,2024-11-18,Bullish,727.20001,2024-11-19,729.72998,776.38,727.20001,19.512861911637003,23.931088157492198
LLY,3d,2023-06-28,Bearish,468.98001,2023-07-01,461.42001,442.38,468.98001,85.11081556518455,79.07837221785705
LLY,1w,2023-10-15,Bearish,609.20001,2023-10-22,584.64001,468.98001,609.20001,78.25932711641332,75.08049563376028
LOW,1d,2021-12-10,Bearish,261.38,2021-12-13,257.23999,252.63,261.38,80.74897651888213,75.26467143538001
LRCX,1d,2025-10-06,Bearish,149.14999,2025-10-07,140.35001,132.2,149.14999,84.56190515056724,84.5169501367021
LRCX,3d,2025-11-08,Bearish,166.37,2025-11-11,153.32001,146.99001,166.37,81.4096176539993,75.42587046109146
LULU,1d,2024-08-05,Bullish,233.39999,2024-08-06,236.89999,247.32001,233.39999,20.95689831895737,23.971178493717247
LULU,1d,2025-04-08,Bullish,247.61,2025-04-09,273.84,309.67999,247.61,20.650890962356826,24.263517392478946
LULU,3d,2024-05-26,Bullish,295.25,2024-05-29,311.98999,336.13,295.25,21.697499708552144,22.263647670081028
LUV,1d,2021-07-19,Bullish,48.5,2021-07-20,51.43,51.19,48.5,23.75902659626196,24.603230797382537
LVS,1d,2025-07-30,Bearish,52.97,2025-07-31,52.4,50.52,52.97,79.25963971312522,76.19593531741091
LVS,1d,2025-08-13,Bearish,54.33,2025-08-14,54.12,52.97,54.33,76.19593531741091,75.15304806003728
LVS,1d,2025-12-01,Bearish,69.49,2025-12-02,68.51,66.99,69.49,78.41929659815858,75.3186397842599
LVS,1d,2021-08-19,Bullish,36.77,2021-08-20,37.55,38.86,36.77,19.39486065219519,21.17769359204391
LYV,1d,2023-06-15,Bearish,90.34,2023-06-16,90.18,84.75,90.34,81.5802364796659,80.30131620647687
LYV,1d,2024-10-29,Bearish,118.81,2024-10-30,117.2,115.84,118.81,80.12105239087796,76.86926891691408
LYV,1w,2025-02-16,Bearish,153.75999,2025-02-23,149.39999,140.28999,153.75999,84.55478327646922,80.0666285252661
MAR,1d,2025-04-08,Bullish,211.12,2025-04-09,233.39,237.28999,211.12,19.05465037670048,24.830011619441123
MAS,1d,2021-11-16,Bearish,68.48,2021-11-17,68.089996,65.55,68.48,80.6288799808595,75.14919233535677
MCHP,1d,2025-06-11,Bearish,69.6,2025-06-12,67.93,62.3,69.6,77.1474822837663,76.6594123401305
MCK,1d,2022-01-14,Bearish,256.51999,2022-01-18,252.53999,248.89999,256.51999,78.80336861793617,78.09879211170853
MCK,1d,2022-04-20,Bearish,331.54001,2022-04-21,331.45001,310.48001,331.54001,81.54459202212009,75.4814353988019
MCK,3d,2024-07-31,Bearish,630.38,2024-08-03,612.95001,607.81,630.38,76.06964090499335,75.36217569814934
MDB,3d,2023-07-16,Bearish,426.019989,2023-07-19,409.78,387.62,426.019989,83.98642070673925,75.11530022403758
MDLZ,1d,2024-12-19,Bullish,59.27,2024-12-20,59.39,61.44,59.27,22.587231628049764,23.436524958208707
MDT,1d,2024-09-04,Bearish,91.029999,2024-09-05,89.39,89.34,91.029999,78.31733947076346,77.81239339070474
MDT,1d,2021-12-20,Bullish,99.53,2021-12-21,101.65,105.47,99.53,17.76290241379023,23.12301939317328
MDT,1d,2023-10-27,Bullish,69.43,2023-10-30,69.97,71.29,69.43,20.570691269952434,22.783163519355824
META,1d,2023-06-23,Bearish,288.73001,2023-06-26,278.47,272.60999,288.73001,83.8461433827218,78.3816458751796
MMC,3d,2021-10-21,Bearish,169.57001,2021-10-24,168.91,160.48,169.57001,79.98193890395302,76.1755482555439
MMM,1d,2023-12-14,Bearish,89.49833,2023-12-15,89.44816,86.4883,89.49833,76.28364694990844,76.16313745448163
MPWR,1d,2021-08-30,Bearish,502.94,2021-08-31,494.92999,466.42999,502.94,84.36080276207319,81.67610345944449
MPWR,3d,2021-09-24,Bearish,517.91998,2021-09-27,484.60999,502.94,517.91998,83.70790142469427,75.95121894869635
MRK,1d,2024-02-07,Bearish,127.47,2024-02-08,126.61,118.86,127.47,83.65376790487812,83.44212125971684
MRK,1d,2024-02-23,Bearish,129.45,2024-02-26,128.84,127.47,129.45,83.44212125971684,78.07368725668431
MRNA,1d,2024-09-04,Bullish,72.49,2024-09-05,73.44,81.29,72.49,21.328222494590563,23.67994969437119
MS,3d,2024-11-19,Bearish,134.99001,2024-11-22,134.69,121.059998,134.99001,80.65086897173029,77.22050917472964
MS,1w,2021-06-06,Bearish,93.96,2021-06-13,92.050003,84.34,93.96,79.41736689269317,77.16132931691749
MSCI,1d,2021-09-08,Bearish,659.17999,2021-09-09,652.85999,630.21002,659.17999,84.02019834616802,76.76518429028229
MSFT,1d,2021-07-23,Bearish,289.67001,2021-07-26,289.049988,282.51001,289.67001,76.10617677586768,75.42617175830932
MSFT,1d,2021-11-19,Bearish,343.10999,2021-11-22,339.82999,336.98999,343.10999,78.7745573200989,75.17587057222325
MSFT,1w,2021-11-21,Bearish,343.10999,2021-11-28,329.67999,304.35999,343.10999,81.09731485994989,80.80473035206826
MSI,1d,2023-12-12,Bearish,328.95999,2023-12-13,326.94,325.32001,328.95999,78.50002345967268,76.23083327955344
MSI,1d,2024-11-08,Bearish,504.60001,2024-11-11,496.95999,477.62,504.60001,81.47391892622817,78.31703316853809
MSI,3d,2024-11-07,Bearish,504.60001,2024-11-10,497.45001,476.54999,504.60001,80.65728980982041,75.82168230880784
MTB,1d,2024-11-06,Bearish,216.56,2024-11-07,208.11,198.87,216.56,80.12323094809143,76.79634263248059
MTB,1w,2021-05-16,Bearish,166.82001,2021-05-23,162.45,157.56,166.82001,77.9893042077601,76.7113027890226
MU,1d,2025-10-08,Bearish,196.53999,2025-10-09,192.33,168.89,196.53999,86.4068434016506,78.10760467037933
NDAQ,1w,2021-11-07,Bearish,70.94334,2021-11-14,69.47334,66.17667,70.94334,85.17714626388585,79.85063246963095
NDSN,1d,2025-01-10,Bullish,200.12,2025-01-13,203.83,208.94,200.12,15.101898450497174,20.180415740722495
NEE,1d,2024-05-31,Bearish,80.019997,2024-06-03,77.71,77.050003,80.019997,82.5958993922506,75.12167070173508
NFLX,1d,2024-02-15,Bearish,59.346,2024-02-16,58.395,57.579,59.346,82.10000985890267,75.66317979393536
NFLX,1d,2022-05-11,Bullish,16.637,2022-05-12,17.431,18.854,16.637,16.49874803813789,22.227830324195466
NFLX,3d,2021-10-27,Bearish,69.030998,2021-10-30,68.117,60.605,69.030998,79.52428425296647,78.9595648059302
NFLX,3d,2023-07-16,Bearish,47.48,2023-07-19,42.75,44.527,47.48,80.30471885128469,76.7843712551943
NFLX,3d,2024-02-29,Bearish,61.934,2024-03-03,59.85,57.579,61.934,78.21183517281014,77.84572410870713
NFLX,1w,2025-02-16,Bearish,105.86,2025-02-23,100.315,93.474,105.86,81.66610302830493,77.82594499780194
NFLX,1w,2022-06-19,Bullish,17.551,2022-06-26,19.084999,18.097,17.551,18.558694646623636,21.33851981061099
NI,1d,2024-10-01,Bearish,34.83,2024-10-02,34.68,34.38,34.83,83.14368278995056,76.0737543012579
NI,1w,2025-03-02,Bearish,40.81,2025-03-09,38.5,38.09,40.81,80.8135555286201,75.02323065481518
NOC,1d,2025-08-21,Bearish,597.21002,2025-08-22,592.44,589.95001,597.21002,81.92305177527703,79.30181119021526
NOC,1w,2021-10-24,Bearish,406.20999,2021-10-31,357.22,377.51001,406.20999,78.77383309726707,75.63597754792656
NOW,1d,2024-02-09,Bearish,812.94,2024-02-12,787.34998,787.23999,812.94,81.38330770388765,75.71725142306529
NOW,3d,2024-02-08,Bearish,812.94,2024-02-11,773.76001,716.47998,812.94,79.77380230142053,77.7407484326909
NSC,1d,2023-09-08,Bullish,195.64,2023-09-11,195.97,207.64,195.64,20.852510656751818,24.664506483049053
NTAP,1d,2024-07-10,Bearish,134.62,2024-07-11,131.46001,128.71001,134.62,78.05907538132281,77.39271362118521
NVDA,1d,2023-06-20,Bearish,43.808,2023-06-21,43.044998,40.111,43.808,85.04287763538535,76.6838861392459
NVDA,1w,2021-09-05,Bearish,22.843,2021-09-12,22.478,20.487,22.843,79.6049979045382,75.4381036447266
NVDA,1w,2024-06-16,Bearish,131.88,2024-06-23,126.57,94.289,131.88,91.06441594899,84.76157043060779
NVR,1d,2021-02-08,Bearish,4740.93018,2021-02-09,4699.74023,4545.72021,4740.93018,77.67707968101861,77.292433762201
NWSA,3d,2021-03-19,Bearish,27.3,2021-03-22,25.45,23.79,27.3,89.40194416636675,85.0837280429639
O,1d,2024-08-09,Bearish,60.57,2024-08-12,60.31,57.73,60.57,76.86920595859326,75.91085968306317
O,1d,2022-10-14,Bullish,55.54,2022-10-17,57.49,57.95,55.54,20.333693177044594,24.988505642228304
O,1d,2023-10-30,Bullish,46.22,2023-10-31,47.38,48.89,46.22,15.193121421907904,24.895226797533994
ODFL,1d,2021-11-16,Bearish,180.675,2021-11-17,180.465,177.63,180.675,85.71660057045028,76.05246149805762
OMC,3d,2021-05-06,Bearish,84.96,2021-05-09,83.74,77.78,84.96,78.63511656188227,77.82015546766978
ON,1d,2021-11-18,Bearish,63.46,2021-11-19,63.34,59.86,63.46,82.17675416105013,79.2201667134116
ORCL,1d,2024-10-09,Bearish,178.28999,2024-10-10,175.41,170.33,178.28999,83.16802385819489,75.27354002104659
ORCL,1d,2025-07-03,Bearish,237.32001,2025-07-07,232.25999,215.22,237.32001,88.92407421183357,80.33213178183614
ORCL,1d,2025-07-17,Bearish,248.75,2025-07-18,245.45,237.32001,248.75,80.33213178183614,76.91768684566932
ORCL,3d,2024-10-11,Bearish,175.77,2024-10-14,174.77,170.33,175.77,82.16394959100454,77.32424190646188
ORLY,1d,2021-05-10,Bearish,37.498,2021-05-11,37.322,35.75133,37.498,77.81542325683169,77.5454579665193
OTIS,3d,2021-08-28,Bearish,92.37,2021-08-31,92.059998,91.28,92.37,82.20075484413017,76.69536859650843
PAYC,1d,2024-11-26,Bearish,236.24001,2024-11-27,234.99001,231.089996,236.24001,90.47607077288704,77.35538108484732
PAYC,3d,2024-12-10,Bearish,240.0,2024-12-13,234.5,231.089996,240.0,85.87939648503895,75.52657918443326
PAYX,1w,2022-01-02,Bearish,136.5,2022-01-09,128.84,117.17,136.5,78.96731873053537,77.40234084514208
PCG,1d,2025-02-03,Bullish,15.16,2025-02-04,15.18,16.22,15.16,18.53794618175975,23.45517467830112
PDD,1d,2023-12-19,Bearish,150.089996,2023-12-20,146.42999,147.44,150.089996,86.4178761591322,76.53510185401046
PFE,1w,2021-12-19,Bearish,59.48,2021-12-26,58.71,48.72,59.48,83.46266749532207,79.15715256862713
PGR,1d,2024-03-18,Bearish,206.41,2024-03-19,205.49001,193.58,206.41,82.29592204456523,80.93658830881469
PGR,1d,2024-04-05,Bearish,211.0,2024-04-08,210.39,206.41,211.0,80.93658830881469,75.92235218241862
PH,3d,2024-04-05,Bearish,566.66998,2024-04-08,555.37,537.79999,566.66998,82.01385034402598,76.78824273874194
PHM,1d,2023-07-14,Bearish,82.51,2023-07-17,81.7,78.67,82.51,79.38243330985793,76.2058404636182
PKG,1d,2024-11-29,Bearish,248.85001,2024-12-02,244.8,241.59,248.85001,80.80145244534941,75.17587822652938
PLD,1d,2022-06-13,Bullish,108.43,2022-06-14,110.66,119.53,108.43,23.388690405365864,24.904178514637536
PLD,1d,2023-10-27,Bullish,97.32,2023-10-30,98.88,107.5,97.32,22.459621275668013,24.045300471697146
PNC,1d,2024-07-30,Bearish,181.98,2024-07-31,181.10001,179.71001,181.98,82.48788337722264,75.50764851257499
PNR,3d,2025-04-06,Bullish,76.17,2025-04-09,82.19,85.54,76.17,24.192389775302217,24.362619745133955
PNR,1w,2021-08-15,Bearish,79.5,2021-08-22,78.83,69.52,79.5,82.10421806982923,79.53269277439215
PNW,3d,2024-09-14,Bearish,91.32,2024-09-17,89.019997,88.23,91.32,79.9188125547958,76.89323868157962
PNW,3d,2021-11-02,Bullish,63.6,2021-11-05,64.56,66.58,63.6,17.89400218094775,22.858242336792856
PODD,1d,2023-09-25,Bullish,154.67,2023-09-26,159.28999,181.21001,154.67,11.149960352114022,22.440883774414132
PPG,1d,2021-05-06,Bearish,180.089996,2021-05-07,179.49001,174.64999,180.089996,77.53460218599051,76.42875111754888
PSA,1d,2022-05-18,Bullish,306.89999,2022-05-19,309.76999,312.37,306.89999,18.995402071350327,21.45973656071095
PSA,1w,2022-01-02,Bearish,374.56,2022-01-09,355.91,330.76001,374.56,76.83340527570535,76.11130929866577
PTC,1d,2024-01-29,Bearish,184.85001,2024-01-30,184.050003,175.92,184.85001,79.73075128527394,77.59038020493531
PTC,3d,2024-01-27,Bearish,184.85001,2024-01-30,179.39999,175.72,184.85001,83.03125120779117,77.47382185641091
